Time,Temperature (°F),,,Dew Point (°F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (in),,,Precipitation (in),
11/4/2022,58,53.9,47,56,50.7,42,96,88.9,83,21,14.3,10,29.8,29.6,29.4,0,
11/5/2022,58,50.9,42,56,46.3,41,96,84.7,69,17,7.3,0,29.7,29.6,29.4,1.05,
11/6/2022,46,38,33,43,35.9,32,100,92.3,83,20,8.7,0,29.5,29.2,29.1,0.06,
11/7/2022,51,42,37,39,37.1,36,93,83.3,61,24,11.9,0,29.3,29.2,29.2,1.35,
11/8/2022,47,39.4,35,42,36.9,33,100,91.5,74,17,7,0,29.4,29.3,29.3,0.08,
11/9/2022,52,39.2,28,37,32.6,26,92,79,50,10,4.6,0,29.9,29.7,29.4,0,
11/10/2022,51,32.9,27,40,30.3,25,100,90.9,61,7,2.9,0,30,29.9,29.8,0,
11/11/2022,47,40.7,32,43,37.7,31,97,89.7,68,10,4.8,0,29.8,29.7,29.6,0,
11/12/2022,49,39.6,32,41,36.9,31,96,90.2,71,9,5.2,0,29.9,29.8,29.7,0.13,
11/13/2022,40,37.2,35,37,35.8,34,100,95,86,9,4.1,0,30,29.9,29.9,0,
11/14/2022,51,39.4,35,39,34.5,30,96,83.6,61,12,5.5,0,29.9,29.9,29.8,0,
11/15/2022,52,39.4,29,36,30.8,25,85,72.5,52,16,8,0,30.1,30,29.9,0,
11/16/2022,50,35.5,24,35,29,22,96,78.9,52,9,3.4,0,30.1,30.1,30,0,
11/17/2022,47,30.4,24,33,25.5,21,96,82.7,56,12,3,0,30,30,29.9,0,
11/18/2022,50,35,23,29,24.1,19,85,66.4,41,15,7.7,0,30,29.9,29.9,0,
11/19/2022,47,32,19,28,22.6,15,88,70.5,44,7,3.1,0,29.9,29.9,29.8,0,
11/20/2022,50,33.1,21,34,26.7,18,92,78.8,50,5,1.3,0,29.9,29.9,29.9,0,
11/21/2022,54,40.8,33,39,34.2,31,92,78.9,49,5,1.9,0,29.9,29.9,29.8,0,
11/22/2022,58,44.8,33,52,40.1,31,100,84.8,47,23,8.5,0,29.9,29.7,29.6,0,
11/23/2022,47,42.4,35,45,41.3,34,100,96.2,90,8,3.4,0,30,29.9,29.9,0.1,
11/24/2022,45,41.7,39,41,39.7,37,97,92.9,82,6,2.7,0,29.9,29.9,29.8,0,
11/25/2022,54,40.1,33,46,38.3,32,100,94,69,14,6.4,0,30,29.9,29.8,0,
11/26/2022,47,37.9,33,40,36.3,33,100,94.6,76,8,2.2,0,30.1,30,29.9,0.23,
11/27/2022,49,44.3,38,47,41.5,36,96,89.8,85,15,8.3,3,29.9,29.7,29.6,0,
11/28/2022,47,40.4,32,40,36.7,30,93,86.9,74,13,7.4,3,29.7,29.6,29.5,0.18,
11/29/2022,46,41.4,35,39,36.1,33,96,82,68,25,11.9,0,29.7,29.6,29.4,0.1,
11/30/2022,48,44.6,40,43,40,36,93,84.5,66,30,12.8,5,29.3,29.2,29.2,0.03,
12/1/2022,40,36.1,28,37,32.9,26,93,88.5,79,16,9,3,29.6,29.4,29.2,1.22,
12/2/2022,47,38.2,27,35,30.9,25,96,75.9,60,14,9.2,0,29.7,29.6,29.5,0.06,
12/3/2022,45,37.8,29,33,29.5,26,89,72.2,63,14,9.2,0,29.6,29.5,29.5,0,
12/4/2022,42,35.9,33,36,32.4,26,96,87.3,75,8,2.6,0,29.6,29.6,29.5,0,
12/5/2022,37,35.8,35,36,34.7,34,100,96.4,93,10,3.3,0,29.7,29.6,29.6,0.03,
12/6/2022,40,37.1,36,38,35.8,35,100,95.5,89,6,2.2,0,29.8,29.7,29.7,0,
12/7/2022,45,40.1,35,39,36,33,96,85.7,71,10,6.9,3,29.8,29.8,29.7,0,
12/8/2022,47,42.3,36,41,37.4,34,93,83.8,63,14,8.8,5,29.7,29.6,29.6,0,
12/9/2022,47,43,37,42,38,36,96,82.7,68,25,14.7,5,29.7,29.4,29.1,0.69,
12/10/2022,50,46,41,43,40.5,39,93,81.4,66,21,12.9,5,29.2,29.1,29,0.1,
12/11/2022,49,43.3,38,41,39.5,36,96,86.8,68,8,4.3,0,29.5,29.4,29.2,0.04,
12/12/2022,49,41.3,34,41,38.4,33,100,90,69,7,2.6,0,29.7,29.7,29.5,0.02,
12/13/2022,43,36.9,30,37,34.3,28,100,90.9,71,7,1.9,0,29.9,29.8,29.7,0.01,
12/14/2022,43,33.5,29,36,31.3,27,100,91.7,76,10,2.6,0,30,29.9,29.9,0,
12/15/2022,42,35.3,31,34,31.7,27,93,87.1,70,13,7.6,0,30,30,29.9,0,
12/16/2022,44,33.5,25,31,26.8,22,92,77.2,58,13,5.6,0,29.9,29.9,29.8,0,
12/17/2022,48,32.8,22,34,27.8,20,92,83.1,58,9,5.4,0,29.8,29.7,29.7,0,
12/18/2022,44,38.5,34,37,33.6,30,93,82.5,73,13,8.6,5,29.8,29.7,29.7,0,
12/19/2022,46,38.7,34,38,35.4,32,97,88.7,68,8,4,0,29.9,29.8,29.8,0.02,
12/20/2022,48,43.3,32,46,40.2,31,97,89.4,83,15,8.1,0,29.9,29.8,29.8,0,
12/21/2022,47,40.3,30,46,34.8,25,97,81,63,15,8.9,0,30,29.9,29.9,0.14,
12/22/2022,29,26.6,25,24,18.1,13,88,71.2,56,16,11.8,8,29.9,29.8,29.7,0,
12/23/2022,34,29.4,25,33,27.6,22,100,93,88,8,3.1,0,29.8,29.7,29.6,0.13,
12/24/2022,55,47.4,33,53,45.7,32,100,93.6,80,13,5.8,0,29.9,29.8,29.8,0.08,
12/25/2022,62,52.4,46,57,50.7,45,100,94.4,80,8,5.4,0,29.9,29.8,29.6,0.57,
12/26/2022,59,55.9,53,54,52.6,51,96,88.8,78,24,9.8,0,29.6,29.3,28.8,0,
12/27/2022,57,49.3,44,52,45.1,40,93,85.8,80,37,17.5,8,29.4,29,28.7,0.87,
12/28/2022,50,45.4,41,43,41.1,39,93,85.1,77,15,10,7,29.6,29.5,29.4,0.98,
12/29/2022,50,46.4,42,48,43.7,39,97,90.3,86,16,9.3,6,29.3,29.2,29.1,0.17,
12/30/2022,52,49.1,44,49,46.6,43,96,91,86,12,7,0,29.4,29.3,29.2,0.51,
12/31/2022,51,43.9,40,44,41.7,39,100,92.4,77,14,5.3,0,29.6,29.5,29.4,0.53,
1/1/2023,46,41.4,37,41,38.9,36,97,91,76,9,2.6,0,29.8,29.7,29.5,0.07,
1/2/2023,46,39.3,35,40,36.5,34,97,90.1,76,16,6.3,0,29.5,29.4,29.3,0,
1/3/2023,47,40.6,34,41,37.4,32,97,88.6,74,10,6.8,3,29.5,29.4,29.4,0.08,
1/4/2023,45,39.1,34,41,37.3,33,100,93.5,85,15,6.5,0,29.5,29.2,28.9,0.19,
1/5/2023,59,46.4,37,48,41.7,36,100,85,58,22,8.9,0,29.6,29.1,28.9,0.37,
1/6/2023,54,46.1,38,45,41.2,36,96,83.5,59,12,6.5,0,29.6,29.5,29.5,0.09,
1/7/2023,53,47.8,46,47,45.1,43,97,90.6,69,17,4.7,0,29.5,29.4,29.2,0.04,
1/8/2023,53,46,36,45,41.1,35,97,84.1,64,25,8.7,0,29.4,29.3,29.1,0.25,
1/9/2023,55,44.6,35,46,39.4,34,97,82.9,59,20,9,0,29.3,29.2,28.9,0.17,
1/10/2023,49,37.4,29,42,34.3,28,100,89.1,71,14,4.2,0,29.4,29.1,29.1,0.09,
1/11/2023,49,44.8,39,45,41.1,35,97,87.1,71,13,4.4,0,29.5,29.4,29.4,0.01,
1/12/2023,61,51.7,46,51,47.2,45,97,85.3,62,15,4.2,0,29.5,29.4,29.4,0.38,
1/13/2023,54,51.1,48,49,47.6,45,97,87.8,80,14,7.8,0,29.4,29.4,29.3,0,
1/14/2023,55,49.3,45,47,43.1,37,96,80.8,57,25,10.9,0,29.3,29,28.8,0.17,
1/15/2023,48,45.1,38,44,40.8,36,97,85.2,74,29,17.1,0,29.3,29.1,28.9,0.13,
1/16/2023,53,40.2,33,42,36.8,32,100,88.6,59,7,3.6,0,29.6,29.4,29.3,0.22,
1/17/2023,49,44.9,39,41,39.3,37,96,81.4,69,15,8.4,3,29.7,29.6,29.6,0.01,
1/18/2023,48,42.7,39,41,38.3,37,96,84.8,68,13,7.3,0,29.8,29.6,29.4,0.01,
1/19/2023,47,37.3,33,38,34.9,31,100,91.8,66,6,3,0,30.1,29.9,29.8,0.31,
1/20/2023,38,36.3,34,36,34.7,33,100,94,86,9,4.2,0,30.1,30.1,30,0,
1/21/2023,46,37.5,33,40,34.6,32,96,89.6,76,13,6.4,0,30.1,30,29.9,0,
1/22/2023,47,36.1,29,38,33.6,28,100,91.2,68,7,4.2,0,30.1,30.1,30.1,0.02,
1/23/2023,42,34.2,31,37,32.8,30,100,94.8,82,8,2.8,0,30.1,30.1,30.1,0,
1/24/2023,38,34.7,32,36,33.8,31,100,96.6,93,7,3.5,0,30.2,30.2,30.1,0,
1/25/2023,42,38.1,35,39,36.5,34,100,94.3,85,13,2.8,0,30.3,30.3,30.2,0,
1/26/2023,42,39.8,38,39,37.7,37,97,92.4,85,7,3.8,0,30.3,30.2,30.1,0,
1/27/2023,49,42.4,37,46,40,36,97,91.4,80,14,7,0,30.1,29.9,29.8,0,
1/28/2023,49,42.7,38,42,38.6,32,97,86,69,20,7.9,0,29.8,29.7,29.6,0.06,
1/29/2023,42,34.2,27,31,20,14,82,57.3,32,28,16.8,12,30,29.9,29.7,0.23,
1/30/2023,39,29,22,22,17.1,13,81,62.7,43,13,7,0,30,30,29.9,0,
1/31/2023,42,30.7,22,29,23.6,18,89,76.2,51,8,3.7,0,29.9,29.8,29.8,0,
2/1/2023,54,35.7,25,38,28.5,22,92,77.4,45,9,2.7,0,29.8,29.7,29.7,0,
2/2/2023,45,34.9,26,35,29.7,23,92,82.1,60,6,3,0,29.8,29.7,29.6,0,
2/3/2023,55,43.8,31,45,38.3,28,92,81.8,65,25,9.7,3,29.7,29.6,29.5,0,
2/4/2023,51,45.7,40,44,41.2,38,96,84.4,71,10,5.3,0,29.7,29.5,29.2,0,
2/5/2023,50,45.8,40,45,41.7,36,93,85.7,80,28,10.8,3,30,29.6,29.2,0.1,
2/6/2023,51,43,35,40,37.3,33,93,81.3,61,12,6.8,0,30.2,30.1,30,0.09,
2/7/2023,50,43.1,35,47,39.7,34,97,88,80,18,9.7,5,30.1,30,29.9,0,
2/8/2023,50,35.8,30,42,34,29,100,93.4,71,7,4.3,0,30.1,30.1,30,0.11,
2/9/2023,63,36.7,28,41,32,27,100,85.5,42,12,2.4,0,30,29.9,29.7,0,
2/10/2023,54,48,42,45,42.2,38,90,80.6,69,13,8.3,0,29.8,29.8,29.7,0,
2/11/2023,47,38.7,30,39,34.8,29,100,86.3,74,14,6.7,0,29.9,29.8,29.8,0,
2/12/2023,50,36.2,29,40,33.3,28,100,90.1,66,8,2.3,0,29.9,29.8,29.7,0,
2/13/2023,49,41.6,33,41,36.6,30,93,82.8,66,17,9.1,5,29.7,29.7,29.6,0,
2/14/2023,45,35.4,27,36,31.9,25,96,87.4,63,12,6.5,0,29.9,29.7,29.6,0.35,
2/15/2023,45,30.9,24,35,27.8,22,96,88.8,65,7,3.7,0,30,30,29.9,0.02,
2/16/2023,48,35.8,27,38,31.1,25,96,84.2,61,6,3.7,0,29.9,29.8,29.8,0,
2/17/2023,55,35.7,27,35,29.2,25,96,79.8,42,10,5,0,29.9,29.9,29.8,0,
2/18/2023,53,40.9,30,40,34.4,27,92,78.6,55,10,3.9,0,29.9,29.8,29.8,0,
2/19/2023,56,41.4,32,39,34.8,31,96,80.2,45,7,3.5,0,30,29.9,29.9,0,
2/20/2023,55,44.5,32,44,38.4,30,92,79.9,59,13,7.9,5,30,29.8,29.6,0,
2/21/2023,46,40.8,34,45,36.8,33,96,85.6,73,13,8.9,5,29.6,29.4,29.3,0.02,
2/22/2023,42,36.5,33,34,32.1,30,96,84.6,70,16,11.9,7,29.2,29.2,29.2,0.44,
2/23/2023,43,35,26,31,26.2,16,89,71.3,49,22,13.9,3,29.4,29.2,29.2,0.02,
2/24/2023,39,30.2,24,22,18.4,14,81,62.3,50,25,18.3,0,29.7,29.5,29.4,0,
2/25/2023,46,33.2,21,30,23.3,16,82,68.4,50,14,4.7,0,29.7,29.5,29.3,0,
2/26/2023,45,39.5,36,38,34.4,32,93,82.7,68,26,12.3,5,29.5,29.4,29.3,0.06,
2/27/2023,47,39.4,33,36,32.8,29,96,78.1,56,22,13.3,6,29.3,29.1,29,0.17,
2/28/2023,41,36,33,36,33.2,32,96,89.7,79,17,8.8,3,29.4,29.2,29.1,0.3,
3/1/2023,48,38.8,32,34,31.3,27,96,76.2,46,9,3.2,0,29.8,29.7,29.5,0.31,
3/2/2023,45,40.5,34,40,34.5,31,93,79.7,67,22,9.4,0,29.8,29.8,29.7,0,
3/3/2023,46,38.9,30,38,34.6,28,96,84.5,71,15,9.4,3,29.8,29.6,29.3,0.04,
3/4/2023,44,39.8,32,38,33.9,30,93,79.8,62,21,11.8,0,29.3,29.2,29.1,0.11,
3/5/2023,44,36,31,37,33.3,30,96,90.1,73,16,6.9,0,29.6,29.3,29.2,0.11,
3/6/2023,51,40.8,35,38,34.2,31,93,78.9,52,17,7.9,0,29.6,29.6,29.6,0.26,
3/7/2023,49,39.6,33,37,34.6,31,93,83.4,52,14,7.6,0,29.6,29.6,29.6,0.05,
3/8/2023,44,38.8,32,38,34.3,30,96,84.1,73,16,8.8,0,29.6,29.6,29.5,0.1,
3/9/2023,51,44,40,42,35.9,30,93,74.3,52,15,8.4,0,29.6,29.2,28.9,0.01,
3/10/2023,46,39.9,33,42,36.3,31,100,87,79,22,10.4,0,29.5,29.2,29,0.29,
3/11/2023,56,45.1,35,39,36,31,93,73.6,39,10,5.3,0,29.6,29.5,29.5,0.35,
3/12/2023,37,36.5,36,35,34,33,93,91,89,3,3,3,29.5,29.5,29.5,0,
3/13/2023,52,44.9,36,48,41.4,34,93,87.3,82,20,9,0,29.6,29.4,29.3,0.14,
3/14/2023,49,36.9,32,39,33.9,31,100,89.4,64,12,5.5,0,29.6,29.4,29.3,0.8,
3/15/2023,54,42.8,34,39,34.5,31,93,75.3,41,10,6.1,0,29.8,29.8,29.6,0,
3/16/2023,58,42.6,30,41,35.2,28,92,76.7,51,9,4.8,0,29.8,29.7,29.6,0.04,
3/17/2023,60,41.8,30,45,35.6,29,100,81.2,44,8,2.5,0,29.7,29.7,29.7,0,
3/18/2023,62,46.3,36,49,40.1,34,97,81.3,50,9,4.5,0,29.7,29.6,29.5,0,
3/19/2023,52,47.8,41,49,44.6,39,96,88.9,83,10,4.2,0,29.4,29.3,29.2,0,
3/20/2023,52,46.3,38,45,39.9,36,93,78.9,61,23,12.3,0,29.5,29.4,29.3,0.11,
3/21/2023,62,44.2,33,45,37.8,31,97,80.1,50,21,10.8,0,29.4,29.3,29.1,0.03,
3/22/2023,62,47.8,35,43,38.8,33,92,72.8,47,21,8.7,0,29.6,29.4,29.2,0,
3/23/2023,46,42.2,38,40,37.5,34,89,83.3,76,17,10.6,6,29.8,29.7,29.6,0,
3/24/2023,49,39.5,36,38,34.6,33,93,83.5,56,20,10.5,3,30,29.9,29.9,0.33,
3/25/2023,46,38.5,34,37,34.2,32,96,85.1,63,16,8.4,3,30,29.9,29.9,0.36,
3/26/2023,50,38.8,31,38,33.5,28,93,82.5,52,13,6.4,0,30,29.9,29.9,0.08,
3/27/2023,43,36.2,32,39,34.1,30,96,92,76,8,3.8,0,29.9,29.7,29.4,0.1,
3/28/2023,53,43.6,38,42,39.7,36,96,86.6,59,17,6.4,0,29.4,29.3,29.3,0.42,
3/29/2023,59,43.4,37,43,37.5,34,96,81.7,44,10,4.5,0,29.5,29.4,29.4,0.53,
3/30/2023,53,44.8,37,40,38.1,34,93,78.2,59,16,8.4,5,29.6,29.5,29.5,0,
3/31/2023,50,46.5,43,43,39.6,37,90,77.3,63,20,12.2,7,29.7,29.6,29.6,0,
4/1/2023,51,44,39,42,38.9,35,93,83,59,20,11.5,6,29.7,29.7,29.6,0.56,
4/2/2023,47,41.3,38,39,36.4,33,93,83.2,65,18,9.4,0,29.7,29.6,29.6,0.24,
4/3/2023,50,40.8,35,38,34.5,33,93,79.7,57,20,9.2,0,29.8,29.7,29.7,0.43,
4/4/2023,48,42.4,37,39,36.6,34,93,80.5,63,14,7.7,0,29.8,29.8,29.8,0.13,
4/5/2023,53,44.5,39,45,39.1,36,90,81.9,57,13,9.3,6,29.8,29.8,29.6,0.05,
4/6/2023,57,51.7,47,50,46.8,43,93,83.6,74,13,8.8,3,29.6,29.5,29.4,0.18,
4/7/2023,59,50.9,47,49,44.1,40,93,78.5,57,15,7.7,3,29.6,29.5,29.4,0.25,
4/8/2023,61,51.4,41,46,41.3,37,93,70.7,42,9,4.6,0,29.7,29.6,29.6,0.21,
4/9/2023,57,53.2,50,54,49.3,45,93,86.8,80,12,6.6,0,29.8,29.7,29.6,0.01,
4/10/2023,54,49.7,44,52,47.6,41,97,92.4,86,16,6.7,0,29.7,29.6,29.6,0.23,
4/11/2023,52,44.9,40,41,38.1,32,93,78,47,13,8,0,29.8,29.7,29.6,1.02,
4/12/2023,50,41.5,36,39,36.1,33,93,81.8,61,23,9.1,0,29.8,29.7,29.6,0.1,
4/13/2023,56,43.2,36,41,35.6,32,97,77.6,40,8,4,0,29.8,29.7,29.5,0.09,
4/14/2023,63,49.5,38,42,37.7,34,93,67.3,35,7,3.8,0,29.7,29.6,29.6,0,
4/15/2023,60,50.1,42,41,39.8,38,89,69.4,46,12,6.6,0,29.7,29.7,29.7,0,
4/16/2023,52,47.2,44,45,41.3,38,86,79.8,71,20,9.8,0,29.7,29.7,29.6,0,
4/17/2023,51,43.7,39,41,37.6,35,89,79.7,59,26,13.7,0,29.6,29.4,29.4,0.13,
4/18/2023,51,41.4,36,41,35.9,33,93,81.4,59,25,12.1,7,29.6,29.6,29.5,0.45,
4/19/2023,52,43.4,38,40,37.6,35,89,80.4,59,17,9.5,3,30,29.8,29.6,0.08,
4/20/2023,50,46.1,41,47,41.6,37,93,84.3,77,17,11.3,6,30,29.9,29.9,0.18,
4/21/2023,57,52.7,48,53,50,46,97,90.3,80,8,3.5,0,30,30,29.9,0.31,
4/22/2023,71,55.9,51,54,51.9,50,100,87.9,53,8,2.6,0,29.9,29.8,29.6,0.08,
4/23/2023,56,53.2,48,53,46.5,40,94,79,55,14,9.3,3,29.6,29.6,29.5,0.15,
4/24/2023,60,51,44,45,43.1,41,93,75.9,49,12,6.2,0,29.8,29.8,29.7,0.05,
4/25/2023,65,50.6,38,48,42.4,36,93,75.4,48,14,7,0,29.9,29.8,29.7,0,
4/26/2023,75,58.1,42,55,47.2,39,93,69.3,41,14,5,0,29.8,29.7,29.7,0,
4/27/2023,77,63,49,57,52.2,46,90,69.3,46,16,7.8,0,29.8,29.7,29.6,0,
4/28/2023,86,67,50,63,51.3,47,89,60.2,38,12,5.3,0,29.6,29.5,29.4,0,
4/29/2023,82,64,50,51,46.2,36,89,57.6,27,12,7.1,3,29.6,29.6,29.5,0,
4/30/2023,64,55.4,50,49,45.4,40,89,70.6,41,15,6.9,0,29.6,29.6,29.5,0,
5/1/2023,61,53.7,50,47,44.1,42,86,70.8,52,9,4.4,0,29.6,29.4,29.4,0,
5/2/2023,67,55,50,51,48,46,89,78.3,49,9,3.8,0,29.5,29.4,29.3,0,
5/3/2023,72,56.5,47,48,44.9,39,93,68.5,40,13,6.2,0,29.5,29.4,29.4,0.07,
5/4/2023,60,52.5,48,47,44.3,43,86,73.9,60,16,6.7,0,29.5,29.5,29.4,0,
5/5/2023,59,52.2,48,50,47.1,45,93,83.2,62,12,5.8,0,29.6,29.5,29.5,0.03,
5/6/2023,62,51.7,45,49,45.7,41,97,81.4,52,17,4.7,0,29.7,29.6,29.6,0.07,
5/7/2023,64,51.8,37,49,41.8,34,93,71.8,40,16,5.1,0,29.7,29.6,29.6,0,
5/8/2023,55,51.4,48,48,46.2,44,90,82.9,72,10,6.2,0,29.7,29.6,29.5,0,
5/9/2023,67,54.1,43,49,45.9,41,93,75.9,50,13,6.3,0,29.7,29.7,29.6,0.13,
5/10/2023,73,57.3,43,54,47.1,40,93,71.5,42,15,5.5,0,29.7,29.6,29.6,0,
5/11/2023,75,59.7,47,56,49.8,45,93,72,41,9,4.6,0,29.7,29.7,29.7,0.04,
5/12/2023,82,64.9,48,63,54.3,46,93,70.8,42,10,4.9,0,29.8,29.7,29.7,0,
5/13/2023,89,67.7,51,59,52.8,42,97,64.7,30,16,5.7,0,29.7,29.7,29.5,0,
5/14/2023,93,76.2,54,59,50.8,45,80,43.6,23,15,8.4,0,29.6,29.5,29.4,0,
5/15/2023,89,70.9,57,57,53.8,51,84,58.2,29,14,7.1,0,29.7,29.6,29.5,0,
5/16/2023,84,67.1,52,62,55.7,49,93,69.1,42,9,4.5,0,29.7,29.7,29.6,0,
5/17/2023,88,69.5,54,62,56,51,90,65.2,36,14,6.3,0,29.6,29.5,29.4,0,
5/18/2023,82,64.2,54,59,53,50,94,69.5,39,12,6.2,0,29.7,29.6,29.5,0,
5/19/2023,81,65.7,51,62,55.1,49,93,70.8,49,10,4.6,0,29.7,29.7,29.6,0,
5/20/2023,81,65.3,55,59,53.6,48,90,67.7,46,12,5.7,0,29.8,29.7,29.7,0,
5/21/2023,69,60.1,54,52,49.3,44,86,68.4,54,14,6.1,0,29.9,29.8,29.8,0,
5/22/2023,65,56.2,47,47,43.5,41,86,64.3,45,13,6.2,0,29.9,29.8,29.8,0,
5/23/2023,67,54.8,43,45,42.3,40,90,65.9,40,14,6.5,0,29.8,29.7,29.6,0,
5/24/2023,74,56.3,39,51,45.5,37,96,70.4,40,16,6.7,0,29.7,29.6,29.5,0,
5/25/2023,81,62.7,45,55,49.7,44,97,67,38,16,6,0,29.6,29.5,29.4,0,
5/26/2023,85,66.7,51,56,52.4,48,89,63.5,37,10,4.6,0,29.6,29.5,29.5,0,
5/27/2023,74,62.9,55,55,52.1,49,86,68.9,50,14,6.2,0,29.6,29.6,29.6,0,
5/28/2023,77,61,47,51,46.9,42,90,63.9,31,15,8.3,0,29.7,29.6,29.5,0,
5/29/2023,80,63.3,45,51,48.1,43,93,62,34,15,5.7,0,29.6,29.5,29.5,0,
5/30/2023,68,55.9,45,47,44.7,42,90,68,45,13,6.8,0,29.7,29.6,29.6,0,
5/31/2023,69,55.3,43,43,41.1,39,89,62.4,35,15,8,0,29.7,29.7,29.6,0,
6/1/2023,73,57.3,41,44,41.4,38,90,59.9,30,13,7.7,0,29.7,29.7,29.6,0,
6/2/2023,77,59.4,41,48,43.8,38,89,60.4,32,10,3.7,0,29.7,29.7,29.7,0,
6/3/2023,80,60.5,42,49,44.1,39,89,59.6,27,13,5.8,0,29.8,29.7,29.6,0,
6/4/2023,78,61.2,46,47,43,38,93,57.2,24,22,11.9,3,29.8,29.7,29.6,0,
6/5/2023,84,65.9,48,45,39.7,37,71,42.2,21,21,12.4,6,29.7,29.6,29.5,0,
6/6/2023,89,70.2,50,57,45,38,66,42.6,27,15,7.3,0,29.5,29.4,29.3,0,
6/7/2023,77,61.9,53,55,49.2,46,80,64.4,46,20,10.1,5,29.6,29.5,29.4,0,
6/8/2023,76,62.2,53,55,49.7,46,80,65.2,43,13,6,0,29.6,29.6,29.6,0,
6/9/2023,68,59.7,54,54,51,49,83,73.6,59,9,4.7,0,29.6,29.6,29.6,0,
6/10/2023,80,64.5,57,53,50.6,45,87,64.9,30,18,10.2,3,29.7,29.6,29.5,0,
6/11/2023,83,65,52,57,52.7,49,89,67.5,37,16,9.6,3,29.6,29.6,29.5,0,
6/12/2023,89,70.3,51,59,55,49,92,61.8,36,12,5.2,0,29.6,29.6,29.5,0,
6/13/2023,82,66,52,55,50,46,86,59.1,30,16,7.5,0,29.7,29.7,29.6,0,
6/14/2023,72,59.5,50,46,43.4,41,83,59.1,34,15,7.3,0,29.8,29.8,29.7,0,
6/15/2023,76,60.5,44,51,45,41,90,60.8,33,15,8.1,0,29.8,29.8,29.7,0,
6/16/2023,85,67.9,49,57,49.6,45,86,55.9,30,9,4.9,0,29.8,29.7,29.7,0,
6/17/2023,73,62.2,55,54,50.3,44,87,66.9,41,16,6.3,0,29.7,29.6,29.6,0,
6/18/2023,64,56.4,52,50,45.7,41,89,68.8,45,18,9.2,3,29.6,29.6,29.5,0.01,
6/19/2023,63,54.8,48,47,44,41,86,68.5,48,16,8.7,0,29.7,29.6,29.5,0.11,
6/20/2023,67,57.3,46,47,43.6,40,86,63.1,37,10,6.1,0,29.8,29.8,29.7,0.02,
6/21/2023,79,60.5,42,49,44.1,40,93,61.4,25,15,6.8,0,29.8,29.7,29.6,0,
6/22/2023,89,69.1,49,51,46,38,86,50.5,17,14,6.7,0,29.6,29.5,29.4,0,
6/23/2023,77,63.6,54,55,51.4,48,83,66,46,16,11.3,6,29.7,29.6,29.4,0,
6/24/2023,84,63.9,48,52,46.6,37,90,60.1,19,15,6.2,0,29.7,29.7,29.6,0,
6/25/2023,84,66.5,47,50,46.6,42,83,53.3,24,12,4.6,0,29.7,29.7,29.6,0,
6/26/2023,85,66.9,49,52,49.9,46,90,58.4,30,13,5.3,0,29.7,29.6,29.5,0,
6/27/2023,84,66.3,52,54,50.4,45,89,60.9,26,13,5.6,0,29.6,29.6,29.5,0,
6/28/2023,88,70.8,54,53,51.1,45,86,54.3,24,14,5.4,0,29.6,29.6,29.5,0,
6/29/2023,91,73.1,53,56,53,49,86,53.3,28,14,4.5,0,29.7,29.6,29.6,0,
6/30/2023,92,73.5,54,54,51.2,43,83,50.2,18,15,7.8,0,29.7,29.6,29.6,0,
7/1/2023,88,72.2,56,50,44,37,64,40.6,19,21,13,7,29.8,29.7,29.7,0,
7/2/2023,89,72,56,52,47.1,38,72,46,16,18,12.2,0,29.7,29.6,29.6,0,
7/3/2023,92,73.3,53,50,43.1,24,83,42.4,9,17,8.9,0,29.6,29.6,29.5,0,
7/4/2023,97,75.2,52,51,45.8,38,89,43.1,13,17,8.4,0,29.6,29.6,29.5,0,
7/5/2023,97,78.5,56,52,49.6,46,72,40.5,19,13,5.5,0,29.5,29.5,29.4,0,
7/6/2023,91,72.1,58,54,51.3,47,75,51.4,26,15,8.2,0,29.6,29.5,29.4,0,
7/7/2023,80,63.5,55,54,50.6,49,80,64.9,36,15,7.6,0,29.6,29.5,29.5,0,
7/8/2023,80,64.3,53,54,50.4,48,83,62.2,40,14,5.4,0,29.6,29.6,29.5,0,
7/9/2023,82,64.1,50,56,50.9,47,89,65,37,17,7.6,0,29.6,29.6,29.5,0,
7/10/2023,78,64.9,57,53,51.4,50,83,63.7,42,12,5.8,0,29.7,29.7,29.6,0,
7/11/2023,86,68.2,49,56,52.7,46,92,61.4,34,12,4,0,29.7,29.7,29.6,0,
7/12/2023,87,70.8,57,56,53.2,48,87,57.3,28,13,6,0,29.7,29.6,29.6,0,
7/13/2023,90,73.7,55,57,54.7,51,87,55.1,30,13,5.1,0,29.7,29.7,29.6,0,
7/14/2023,95,76.3,56,56,51,43,87,47.9,17,17,7.9,0,29.7,29.7,29.6,0,
7/15/2023,99,78.5,59,54,50.9,43,75,43.2,15,16,6.5,0,29.7,29.6,29.5,0,
7/16/2023,95,75.6,56,55,51.2,48,80,46.7,24,18,6,0,29.7,29.6,29.5,0,
7/17/2023,82,67.6,52,53,50.6,48,86,58.2,33,16,6.3,0,29.8,29.7,29.7,0,
7/18/2023,90,72,54,52,49.3,46,83,49.8,23,21,12.2,0,29.7,29.6,29.6,0,
7/19/2023,92,72.8,54,58,53.1,50,86,53.8,27,14,6.2,0,29.7,29.6,29.6,0,
7/20/2023,84,68.2,58,60,55.4,53,84,65.5,41,12,8,3,29.8,29.7,29.7,0,
