Date,TimeOfCall,Age,Gender,Race,Language,City,Reason for Dispatch
1/20/2021,10:50:00,66,Female,White,English,Springfield,Check Welfare
1/20/2021,12:18:00,15,Female,White,English,Springfield,Check Welfare
1/20/2021,13:45:00,18,Female,White,English,Springfield,Public Assist
1/20/2021,15:30:00,Unavailable,Female,White,English,Springfield,Check Welfare
1/20/2021,17:10:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
1/20/2021,19:29:00,58,Female,Black or African American,English,Springfield,Check Welfare
1/20/2021,20:49:00,42,Female,White,English,Springfield,Public Assist
1/21/2021,18:47:20,30,Male,White,English,Eugene,Check Welfare
1/21/2021,18:31:27,Unavailable,Female,White,English,Eugene,Check Welfare
1/21/2021,18:17:59,Unavailable,Female,White,English,Eugene,Check Welfare
1/21/2021,17:27:17,46,Male,White,English,Eugene,Police Assist
1/21/2021,19:15:37,45,Male,White,English,Eugene,Check Welfare
1/21/2021,20:51:35,62,Male,White,English,Eugene,Public Assist
1/21/2021,21:54:29,34,Female,White,English,Eugene,Public Assist
1/22/2021,5:13:04,46,Male,Chose not to Disclose,English,Eugene,Suicidal Subject
1/22/2021,7:00:00,41,Female,Chose not to Disclose,English,Eugene,Police Assist
1/22/2021,8:05:00,68,Female,Chose not to Disclose,English,Eugene,Check Welfare
1/22/2021,8:50:00,67,Female,Chose not to Disclose,English,Eugene,Check Welfare
1/22/2021,9:32:39,44,Male,Chose not to Disclose,English,Eugene,Police Assist
1/22/2021,10:18:07,55,Male,Chose not to Disclose,English,Eugene,Check Welfare
1/21/2021,17:12:00,58,Male,White,English,Eugene,Check Welfare
1/21/2021,19:10:00,34,Female,White,English,Eugene,Public Assist
1/21/2021,19:52:00,72,Male,White,English,Springfield,Check Welfare
1/21/2021,20:51:00,33,Male,White,English,Eugene,Public Assist
1/21/2021,21:05:00,57,Female,White,English,Eugene,Public Assist
1/21/2021,21:18:00,72,Female,White,English,Eugene,Public Assist
1/21/2021,21:32:00,22,Female,White,English,Eugene,Police Assist
1/21/2021,21:49:00,28,Male,Chose not to Disclose,English,Eugene,Police Assist
1/21/2021,22:53:00,64,Male,Chose not to Disclose,English,Eugene,Check Welfare
1/21/2021,23:05:00,40,Male,White,English,Eugene,Public Assist
1/21/2021,23:31:00,33,Female,Two or More Unspecified Race,English,Eugene,Check Welfare
1/21/2021,0:00:00,30,Male,Chose not to Disclose,English,Eugene,Public Assist
1/22/2021,0:09:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
1/22/2021,0:53:00,60,Male,White,English,Eugene,Public Assist
1/22/2021,1:22:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Police Assist
1/22/2021,2:08:00,46,Male,White,English,Eugene,Check Welfare
1/22/2021,3:00:00,Unavailable,Chose not to Disclose,White,English,Eugene,Public Assist
1/22/2021,3:13:00,63,Female,White,English,Eugene,Public Assist
1/17/2021,18:19:25,58,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
1/21/2021,10:00:00,Unavailable,Female,Chose not to Disclose,English,Springfield,Public Assist
1/21/2021,12:05:00,Unavailable,Female,Chose not to Disclose,English,Springfield,Public Assist
1/21/2021,15:20:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
1/21/2021,17:13:24,63,Male,White,English,Springfield,Check Welfare
1/21/2021,18:13:10,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
1/21/2021,18:23:55,59,Female,White,English,Springfield,Transport
1/21/2021,19:24:10,40,Male,Chose not to Disclose,English,Springfield,Public Assist
1/21/2021,20:44:17,32,Female,White,English,Springfield,Public Assist
1/21/2021,22:34:24,20,Male,White,English,Springfield,Transport
1/22/2021,1:59:42,16,Male,Chose not to Disclose,English,Springfield,Public Assist
1/21/2021,18:31:27,58,Female,White,English,Eugene,Check Welfare
1/22/2021,5:28:44,79,Female (Assigned Male at Birth),White,English,Springfield,Public Assist
1/22/2021,6:18:09,36,Male,Black or African American,English,Springfield,Check Welfare
1/22/2021,6:44:13,Unavailable,Male,White,English,Springfield,Police Assist
1/22/2021,7:10:11,39,Male,White,English,Springfield,Suicidal Subject
1/22/2021,13:32:26,42,Female,White,English,Springfield,Check Welfare
1/22/2021,7:10:11,55,Male,White,English,Springfield,Police Assist
1/22/2021,15:33:55,Unavailable,Male,White,English,Springfield,Check Welfare
1/22/2021,15:44:30,63,Male,White,English,Springfield,Suicidal Subject
1/17/2021,17:15:56,76,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
1/18/2021,14:39:05,60,Male,Chose not to Disclose,English,Springfield,Check Welfare
1/17/2021,17:22:44,34,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/17/2021,18:38:41,56,Female,Chose not to Disclose,English,Eugene,Check Welfare
1/17/2021,22:05:12,40,Female,Chose not to Disclose,English,Eugene,Check Welfare
1/18/2021,5:47:41,69,Male,Chose not to Disclose,English,Eugene,Check Welfare
1/18/2021,8:13:28,35,Male,White,English,Eugene,Check Welfare
1/17/2021,18:30:00,21,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/17/2021,17:22:44,73,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/18/2021,7:54:34,30,Chose not to Disclose,Chose not to Disclose,English,Eugene,Counseling
1/18/2021,17:49:00,34,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
1/18/2021,20:28:00,58,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
1/19/2021,5:15:33,16,Male,Chose not to Disclose,English,Eugene,Check Welfare
1/19/2021,7:53:08,48,Female,Asian,English,Eugene,Check Welfare
1/19/2021,9:02:23,70,Male,Two or More Unspecified Race,English,Eugene,Police Assist
1/19/2021,9:20:58,34,Male,Chose not to Disclose,English,Eugene,Check Welfare
1/19/2021,11:24:00,34,Male,Chose not to Disclose,English,Eugene,Public Assist
1/19/2021,13:59:53,34,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/19/2021,15:24:03,15,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/19/2021,15:41:32,15,Female,Chose not to Disclose,English,Eugene,Check Welfare
1/19/2021,16:37:33,34,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/19/2021,17:48:15,38,Male,Black or African American,English,Eugene,Check Welfare
1/19/2021,21:46:46,16,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/17/2021,17:15:56,30,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
1/17/2021,21:04:48,62,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
1/17/2021,21:34:07,64,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
1/18/2021,12:51:37,16,Male,Chose not to Disclose,English,Springfield,Public Assist
1/18/2021,17:25:00,35,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
1/18/2021,20:28:00,21,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
1/19/2021,9:20:58,16,Male,Chose not to Disclose,English,Eugene,Check Welfare
1/17/2021,18:30:00,35,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/17/2021,18:30:00,84,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/17/2021,17:22:44,29,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/18/2021,18:31:00,68,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/18/2021,19:29:00,21,Male,Chose not to Disclose,English,Eugene,Public Assist
1/18/2021,20:35:00,31,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
1/18/2021,21:43:00,76,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/18/2021,22:22:00,49,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/19/2021,2:31:00,30,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/19/2021,21:06:00,14,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
1/20/2021,21:35:56,46,Male,Chose not to Disclose,English,Eugene,Public Assist
1/21/2021,3:39:30,44,Female,Chose not to Disclose,English,Eugene,Police Assist
1/22/2021,11:08:35,22,Female,White,English,Eugene,Police Assist
1/22/2021,11:50:31,31,Male,White,English,Eugene,Check Welfare
1/22/2021,12:04:50,52,Female,White,English,Eugene,Transport
1/22/2021,12:38:08,36,Male,White,English,Eugene,Police Assist
1/22/2021,1:50:00,Unavailable,Male,White,English,Eugene,Counseling
1/22/2021,14:22:37,Unavailable,Male,White,English,Eugene,Check Welfare
1/22/2021,14:25:09,Unavailable,Male,Chose not to Disclose,English,Eugene,Public Assist
1/22/2021,15:30:00,57,Female,White,English,Eugene,Police Assist
1/22/2021,16:24:39,32,Male,Chose not to Disclose,English,Eugene,Check Welfare
1/22/2021,17:28:28,24,Female,White,English,Eugene,Transport
1/22/2021,7:00:00,Unavailable,Male,Other Single Race,English,Eugene,Check Welfare
1/22/2021,19:29:50,Unavailable,Female,White,English,Eugene,Transport
1/22/2021,19:43:52,Unavailable,Male,White,English,Eugene,Check Welfare
1/22/2021,20:30:44,Unavailable,Male,White,English,Eugene,Suicidal Subject
1/22/2021,21:01:32,Unavailable,Male,White,English,Eugene,Check Welfare
1/22/2021,21:30:04,Unavailable,Male,White,English,Eugene,Police Assist
1/22/2021,21:50:20,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
1/22/2021,22:18:24,22,Female,White,English,Eugene,Police Assist
1/23/2021,5:16:00,23,Female,Chose not to Disclose,English,Eugene,Public Assist
1/23/2021,6:09:00,29,Male,White,English,Eugene,Public Assist
1/23/2021,6:34:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
1/23/2021,6:54:00,73,Female,American Indian,English,Eugene,Police Assist
1/23/2021,7:37:00,25,Female,White,English,Eugene,Transport
1/23/2021,8:00:00,36,Male,White,English,Eugene,Police Assist
1/23/2021,9:17:00,45,Female,White,English,Eugene,Police Assist
1/23/2021,10:00:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Police Assist
1/23/2021,10:18:00,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
1/18/2021,23:17:19,46,Male,White,English,Springfield,Public Assist
1/19/2021,1:10:30,28,Male,White,English,Springfield,Public Assist
1/19/2021,1:53:18,36,Male,Black or African American,English,Springfield,Public Assist
1/19/2021,2:16:21,58,Male,White,English,Springfield,Transport
1/19/2021,2:44:38,40,Male,White,English,Springfield,Public Assist
1/19/2021,4:17:25,46,Female,White,English,Springfield,Suicidal Subject
1/19/2021,8:12:00,13,Male,White,English,Springfield,Public Assist
1/19/2021,9:03:13,59,Male,White,English,Springfield,Check Welfare
1/19/2021,10:25:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
1/19/2021,10:39:45,58,Male,White,English,Springfield,Public Assist
1/19/2021,12:00:48,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
1/19/2021,13:15:00,Unavailable,Female,White,English,Springfield,Check Welfare
1/19/2021,13:44:52,Unavailable,Male,White,English,Springfield,Public Assist
1/19/2021,14:35:28,30,Female,Two or More Unspecified Race,English,Springfield,Public Assist
1/19/2021,16:27:17,Unavailable,Male,White,English,Springfield,Police Assist
1/23/2021,18:13:00,41,Male,Two or More Unspecified Race,English,Springfield,Public Assist
1/23/2021,18:57:00,26,Female,White,English,Springfield,Check Welfare
1/23/2021,19:34:00,79,Female (Assigned Male at Birth),White,English,Springfield,Public Assist
1/23/2021,21:01:00,12,Female,White,English,Springfield,Check Welfare
1/23/2021,22:23:00,17,Female,Two or More Unspecified Race,English,Springfield,Check Welfare
1/17/2021,18:30:00,55,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/17/2021,18:48:20,62,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
1/23/2021,14:56:44,16,Male,White,English,Eugene,Public Assist
1/23/2021,17:35:55,Unavailable,Male,White,English,Eugene,Check Welfare
1/23/2021,18:22:25,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
1/23/2021,18:36:32,56,Male,White,English,Eugene,Public Assist
1/23/2021,19:31:50,22,Female,White,English,Eugene,Public Assist
1/23/2021,21:08:07,72,Female,White,English,Eugene,Public Assist
1/22/2021,17:43:00,58,Male,Chose not to Disclose,English,Eugene,Public Assist
1/22/2021,18:08:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Police Assist
1/22/2021,18:11:09,20,Male,Chose not to Disclose,English,Eugene,Police Assist
1/22/2021,18:26:54,68,Female,White,English,Eugene,Check Welfare
1/22/2021,18:27:00,33,Male,White,English,Eugene,Public Assist
1/22/2021,19:47:00,66,Female,White,English,Eugene,Check Welfare
1/22/2021,20:54:00,75,Female,White,English,Eugene,Public Assist
1/22/2021,21:28:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/22/2021,21:54:00,30,Female,White,English,Eugene,Check Welfare
1/22/2021,22:21:00,51,Male,Asian,English,Eugene,Public Assist
1/22/2021,23:11:00,24,Male,Chose not to Disclose,English,Eugene,Public Assist
1/23/2021,0:42:19,55,Female,White,English,Eugene,Check Welfare
1/23/2021,1:09:00,25,Male,White,English,Eugene,Public Assist
1/23/2021,1:26:53,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Police Assist
1/23/2021,1:44:00,28,Female,White,English,Eugene,Police Assist
1/23/2021,2:31:00,Unavailable,Male,White,English,Eugene,Public Assist
1/23/2021,2:59:10,28,Male,Black or African American,English,Eugene,Check Welfare
1/23/2021,3:10:00,21,Female,Two or More Unspecified Race,English,Eugene,Public Assist
1/23/2021,3:27:05,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/23/2021,4:17:00,40,Female,White,English,Eugene,Police Assist
1/23/2021,17:10:00,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
1/23/2021,17:25:26,23,Female,Chose not to Disclose,English,Eugene,Check Welfare
1/23/2021,17:55:56,49,Male,Chose not to Disclose,English,Eugene,Check Welfare
1/23/2021,18:16:36,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
1/23/2021,18:31:53,21,Female,White,English,Eugene,Public Assist
1/23/2021,19:23:28,15,Female,White,English,Eugene,Public Assist
1/23/2021,21:18:28,27,Male,White,English,Eugene,Public Assist
1/23/2021,21:33:58,18,Female,White,English,Eugene,Public Assist
1/23/2021,22:02:04,45,Female,White,English,Eugene,Public Assist
1/23/2021,22:29:22,Unavailable,Female,Chose not to Disclose,English,Eugene,Public Assist
1/23/2021,23:18:06,16,Male,White,English,Eugene,Public Assist
1/24/2021,0:11:54,34,Male,White,English,Eugene,Public Assist
1/24/2021,0:28:50,60,Female,White,English,Eugene,Check Welfare
1/24/2021,1:06:56,25,Female,White,English,Eugene,Public Assist
1/24/2021,1:38:32,61,Male,Two or More Unspecified Race,English,Eugene,Public Assist
1/24/2021,2:23:14,35,Male,White,English,Eugene,Public Assist
1/24/2021,2:37:08,56,Male,White,English,Eugene,Public Assist
1/24/2021,4:00:39,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
1/24/2021,4:11:18,56,Male,White,English,Eugene,Check Welfare
1/24/2021,5:25:14,49,Female,White,English,Eugene,Check Welfare
1/24/2021,5:40:26,Unavailable,Female,White,English,Eugene,Transport
1/24/2021,5:56:17,24,Male,White,English,Eugene,Public Assist
1/24/2021,6:09:01,20,Male,White,English,Eugene,Check Welfare
1/24/2021,6:42:15,Unavailable,Male,White,English,Eugene,Check Welfare
1/24/2021,7:08:15,Unavailable,Female,Two or More Unspecified Race,English,Eugene,Check Welfare
1/24/2021,8:20:40,Unavailable,Male,White,English,Eugene,Police Assist
1/24/2021,9:01:03,Unavailable,Male,White,English,Eugene,Check Welfare
1/24/2021,9:20:01,Unavailable,Male,White,English,Eugene,Check Welfare
1/24/2021,9:57:35,34,Female,White,English,Eugene,Check Welfare
1/24/2021,10:20:34,Unavailable,Male,White,English,Eugene,Check Welfare
1/24/2021,11:19:20,Unavailable,Female,Black or African American,English,Eugene,Check Welfare
1/24/2021,13:32:36,Unavailable,Female,Chose not to Disclose,English,Eugene,Police Assist
1/24/2021,13:58:03,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
1/24/2021,14:13:22,Unavailable,Male,White,English,Eugene,Check Welfare
1/24/2021,15:02:51,Unavailable,Male,White,English,Eugene,Check Welfare
1/24/2021,15:17:40,32,Male,White,English,Eugene,Check Welfare
1/24/2021,15:57:13,36,Male,White,English,Eugene,Public Assist
1/24/2021,16:56:35,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
1/24/2021,17:56:19,41,Male,White,English,Springfield,Public Assist
1/24/2021,19:45:44,67,Female,Chose not to Disclose,English,Springfield,Police Assist
1/24/2021,20:47:46,31,Male,Chose not to Disclose,English,Springfield,Public Assist
1/24/2021,22:34:52,Unavailable,Male,Two or More Unspecified Race,English,Springfield,Public Assist
1/24/2021,23:40:49,57,Female,White,English,Springfield,Public Assist
1/24/2021,16:54:00,57,Female,White,English,Eugene,Public Assist
1/24/2021,17:49:00,52,Female,White,English,Eugene,Public Assist
1/24/2021,18:26:00,38,Male,White,English,Eugene,Public Assist
1/24/2021,18:52:00,68,Female,White,English,Eugene,Public Assist
